           1           1           1           1   1.6758499113100001     
           1           1           1           2  0.18196006172800000     
           1           1           1           3  0.16503372156800000     
           1           1           2           1  0.18196006172800000     
           1           1           2           2  0.40623642626700002     
           1           1           2           3  0.28413490809000003     
           1           1           3           1  0.16503372156800000     
           1           1           3           2  0.28413490809000003     
           1           1           3           3  0.26762349278999997     
           1           2           1           1  0.18196006172800000     
           1           2           1           2   2.5489236595399999E-002
           1           2           1           3   2.1616816698900001E-002
           1           2           2           1   2.5489236595399999E-002
           1           2           2           2   7.0709080272399999E-002
           1           2           2           3   4.9329005395799999E-002
           1           2           3           1   2.1616816698900001E-002
           1           2           3           2   4.9329005395799999E-002
           1           2           3           3   4.6533536695600002E-002
           1           3           1           1  0.16503372156800000     
           1           3           1           2   2.1616816698900001E-002
           1           3           1           3   1.8659202294300001E-002
           1           3           2           1   2.1616816698900001E-002
           1           3           2           2   5.6436223247100001E-002
           1           3           2           3   3.9395004472300002E-002
           1           3           3           1   1.8659202294300001E-002
           1           3           3           2   3.9395004472300002E-002
           1           3           3           3   3.7137743873399999E-002
           2           1           1           1  0.18196006172800000     
           2           1           1           2   2.5489236595399999E-002
           2           1           1           3   2.1616816698900001E-002
           2           1           2           1   2.5489236595399999E-002
           2           1           2           2   7.0709080272399999E-002
           2           1           2           3   4.9329005395799999E-002
           2           1           3           1   2.1616816698900001E-002
           2           1           3           2   4.9329005395799999E-002
           2           1           3           3   4.6533536695600002E-002
           2           2           1           1  0.40623642626700002     
           2           2           1           2   7.0709080272399999E-002
           2           2           1           3   5.6436223247100001E-002
           2           2           2           1   7.0709080272399999E-002
           2           2           2           2  0.32113299729700001     
           2           2           2           3  0.23108612704500001     
           2           2           3           1   5.6436223247100001E-002
           2           2           3           2  0.23108612704500001     
           2           2           3           3  0.23260131026000000     
           2           3           1           1  0.28413490809000003     
           2           3           1           2   4.9329005395799999E-002
           2           3           1           3   3.9395004472300002E-002
           2           3           2           1   4.9329005395799999E-002
           2           3           2           2  0.23108612704500001     
           2           3           2           3  0.16828060984900001     
           2           3           3           1   3.9395004472300002E-002
           2           3           3           2  0.16828060984900001     
           2           3           3           3  0.17369769275999999     
           3           1           1           1  0.16503372156800000     
           3           1           1           2   2.1616816698900001E-002
           3           1           1           3   1.8659202294300001E-002
           3           1           2           1   2.1616816698900001E-002
           3           1           2           2   5.6436223247100001E-002
           3           1           2           3   3.9395004472300002E-002
           3           1           3           1   1.8659202294300001E-002
           3           1           3           2   3.9395004472300002E-002
           3           1           3           3   3.7137743873399999E-002
           3           2           1           1  0.28413490809000003     
           3           2           1           2   4.9329005395799999E-002
           3           2           1           3   3.9395004472300002E-002
           3           2           2           1   4.9329005395799999E-002
           3           2           2           2  0.23108612704500001     
           3           2           2           3  0.16828060984900001     
           3           2           3           1   3.9395004472300002E-002
           3           2           3           2  0.16828060984900001     
           3           2           3           3  0.17369769275999999     
           3           3           1           1  0.26762349278999997     
           3           3           1           2   4.6533536695600002E-002
           3           3           1           3   3.7137743873399999E-002
           3           3           2           1   4.6533536695600002E-002
           3           3           2           2  0.23260131026000000     
           3           3           2           3  0.17369769275999999     
           3           3           3           1   3.7137743873399999E-002
           3           3           3           2  0.17369769275999999     
           3           3           3           3  0.19070943237099999     
